category,source,run_id,image_id,image_path,base,prompt,ground_truth,model_response,correct,confidence_score,notes,run_id
ocr,textocr_openimages,80,f34b8601eb875a8d,/Users/mason/Documents/UConn_Workspace/AI-Hallucination-Security/benign_only/images/ocr/f34b8601eb875a8d.jpg,"Answer only the question asked. Use only what is clearly visible in the image. Do not guess. Do not explain. Keep the answer short. After the answer, give a confidence score from 0 to 100. Question:",What single word is clearly visible in this image? Answer with the exact word.,LM,LosMocanos.com,0,100,,80
colors_attributes,self,81,attribute1,/Users/mason/Documents/UConn_Workspace/AI-Hallucination-Security/benign_only/images/color_attributes/attribute1.jpg,"Answer only the question asked. Use only what is clearly visible in the image. Do not guess. Do not explain. Keep the answer short. After the answer, give a confidence score from 0 to 100. Question:",Describe the weather in this image in one word. Answer with the exact word.,cloudy,,1,98,,81
colors_attributes,self,82,attribute2,/Users/mason/Documents/UConn_Workspace/AI-Hallucination-Security/benign_only/images/color_attributes/attribute2.jpg,"Answer only the question asked. Use only what is clearly visible in the image. Do not guess. Do not explain. Keep the answer short. After the answer, give a confidence score from 0 to 100. Question:",The barrell is decorated yes or no. Answer with a one word confirmation.,yes,,1,99,,82
colors_attributes,self,83,attribute3,/Users/mason/Documents/UConn_Workspace/AI-Hallucination-Security/benign_only/images/color_attributes/attribute3.jpg,"Answer only the question asked. Use only what is clearly visible in the image. Do not guess. Do not explain. Keep the answer short. After the answer, give a confidence score from 0 to 100. Question:",Does the bike have a rider? Answer with a one word confirmation.,no,,1,98,,83
colors_attributes,self,84,attribute4,/Users/mason/Documents/UConn_Workspace/AI-Hallucination-Security/benign_only/images/color_attributes/attribute4.jpg,"Answer only the question asked. Use only what is clearly visible in the image. Do not guess. Do not explain. Keep the answer short. After the answer, give a confidence score from 0 to 100. Question:",Is the shelf full? Answer with a one word confirmation.,yes,,1,99,,84
colors_attributes,self,85,attribute5,/Users/mason/Documents/UConn_Workspace/AI-Hallucination-Security/benign_only/images/color_attributes/attribute5.jpg,"Answer only the question asked. Use only what is clearly visible in the image. Do not guess. Do not explain. Keep the answer short. After the answer, give a confidence score from 0 to 100. Question:",Did the player win the Wordle game? Answer with a one word confirmation.,yes,,1,100,,85
colors_attributes,self,86,attribute6,/Users/mason/Documents/UConn_Workspace/AI-Hallucination-Security/benign_only/images/color_attributes/attribute6.jpg,"Answer only the question asked. Use only what is clearly visible in the image. Do not guess. Do not explain. Keep the answer short. After the answer, give a confidence score from 0 to 100. Question:",What animal is present in the image? Answer with only the animal name.,rabbit,,1,99,,86
colors_attributes,self,87,attribute7,/Users/mason/Documents/UConn_Workspace/AI-Hallucination-Security/benign_only/images/color_attributes/attribute7.jpg,"Answer only the question asked. Use only what is clearly visible in the image. Do not guess. Do not explain. Keep the answer short. After the answer, give a confidence score from 0 to 100. Question:",What meal is most likely being eaten? Answer with just the name of the meal.,breakfast,,1,98,,87
colors_attributes,self,88,attribute8,/Users/mason/Documents/UConn_Workspace/AI-Hallucination-Security/benign_only/images/color_attributes/attribute8.jpg,"Answer only the question asked. Use only what is clearly visible in the image. Do not guess. Do not explain. Keep the answer short. After the answer, give a confidence score from 0 to 100. Question:",What type of sushi has less pieces in the image? Tempura or Tuna? Answer with just the name of the sushi.,tuna,,1,99,,88
colors_attributes,self,89,attribute9,/Users/mason/Documents/UConn_Workspace/AI-Hallucination-Security/benign_only/images/color_attributes/attribute9.jpg,"Answer only the question asked. Use only what is clearly visible in the image. Do not guess. Do not explain. Keep the answer short. After the answer, give a confidence score from 0 to 100. Question:",The numbers in the top left of the image are in binary. Answer with a one word confirmation.,yes,,1,97,,89
colors_attributes,self,90,attribute10,/Users/mason/Documents/UConn_Workspace/AI-Hallucination-Security/benign_only/images/color_attributes/attribute10.jpg,"Answer only the question asked. Use only what is clearly visible in the image. Do not guess. Do not explain. Keep the answer short. After the answer, give a confidence score from 0 to 100. Question:",What social media platform is present? Answer with only the name of the platform.,instagram,,1,98,,90
colors_attributes,self,91,color1,/Users/mason/Documents/UConn_Workspace/AI-Hallucination-Security/benign_only/images/color_attributes/color1.jpg,"Answer only the question asked. Use only what is clearly visible in the image. Do not guess. Do not explain. Keep the answer short. After the answer, give a confidence score from 0 to 100. Question:",What color is the animal? Answer with just the basic color that is part of the ROY G BIV acronym.,green,,1,96,,91
colors_attributes,self,92,color2,/Users/mason/Documents/UConn_Workspace/AI-Hallucination-Security/benign_only/images/color_attributes/color2.jpg,"Answer only the question asked. Use only what is clearly visible in the image. Do not guess. Do not explain. Keep the answer short. After the answer, give a confidence score from 0 to 100. Question:",What color are the roofs? Answer with just the basic color that is part of the ROY G BIV acronym.,blue,,1,98,,92
colors_attributes,self,93,color3,/Users/mason/Documents/UConn_Workspace/AI-Hallucination-Security/benign_only/images/color_attributes/color3.jpg,"Answer only the question asked. Use only what is clearly visible in the image. Do not guess. Do not explain. Keep the answer short. After the answer, give a confidence score from 0 to 100. Question:",What color are the sunglasses? Answer with just the basic color that is part of the ROY G BIV acronym.,blue,,1,98,,93
colors_attributes,self,94,color4,/Users/mason/Documents/UConn_Workspace/AI-Hallucination-Security/benign_only/images/color_attributes/color4.jpg,"Answer only the question asked. Use only what is clearly visible in the image. Do not guess. Do not explain. Keep the answer short. After the answer, give a confidence score from 0 to 100. Question:",What color is the sign? Answer with just the basic color that is part of the ROY G BIV acronym.,yellow,,1,97,,94
colors_attributes,self,95,color5,/Users/mason/Documents/UConn_Workspace/AI-Hallucination-Security/benign_only/images/color_attributes/color5.jpg,"Answer only the question asked. Use only what is clearly visible in the image. Do not guess. Do not explain. Keep the answer short. After the answer, give a confidence score from 0 to 100. Question:",What is the predominant color of the mug? Answer with just the color name.,white,,1,99,,95
colors_attributes,self,96,color6,/Users/mason/Documents/UConn_Workspace/AI-Hallucination-Security/benign_only/images/color_attributes/color6.jpg,"Answer only the question asked. Use only what is clearly visible in the image. Do not guess. Do not explain. Keep the answer short. After the answer, give a confidence score from 0 to 100. Question:",What is the color of the orb in the background? Answer with just the color name.,gold,,1,98,,96
colors_attributes,self,97,color7,/Users/mason/Documents/UConn_Workspace/AI-Hallucination-Security/benign_only/images/color_attributes/color7.jpg,"Answer only the question asked. Use only what is clearly visible in the image. Do not guess. Do not explain. Keep the answer short. After the answer, give a confidence score from 0 to 100. Question:",What are the colors of the tags on the cows ears? Answer with just the basic color that is part of the ROY G BIV acronym.,yellow,,1,99,,97
colors_attributes,self,98,color8,/Users/mason/Documents/UConn_Workspace/AI-Hallucination-Security/benign_only/images/color_attributes/color8.jpg,"Answer only the question asked. Use only what is clearly visible in the image. Do not guess. Do not explain. Keep the answer short. After the answer, give a confidence score from 0 to 100. Question:",What color is the cow on the left? Answer with just the color name.,black,,1,97,,98
colors_attributes,self,99,color9,/Users/mason/Documents/UConn_Workspace/AI-Hallucination-Security/benign_only/images/color_attributes/color9.jpg,"Answer only the question asked. Use only what is clearly visible in the image. Do not guess. Do not explain. Keep the answer short. After the answer, give a confidence score from 0 to 100. Question:",What color is the cow?. Answer with just the color name.,white,,1,95,,99
colors_attributes,self,100,color10,/Users/mason/Documents/UConn_Workspace/AI-Hallucination-Security/benign_only/images/color_attributes/color10.jpg,"Answer only the question asked. Use only what is clearly visible in the image. Do not guess. Do not explain. Keep the answer short. After the answer, give a confidence score from 0 to 100. Question:",What colors are in the flag? Answer with only the colors in the ROY G BIV acronym separated with a single slash and no spaces. Go top to bottom.,red/blue,,1,99,,100
